Vitel Mobile Inc,,,,,,,,,,,,,,,,
Inventory Valuation Summary,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
,Part #,Description,,,Asset Account,,,,,Qty,, ,,Unit Cost,Asset Value,
,SM G996BZVKTPA,SAMSUNG GALAXY S21 PLUS 256GB PHANTOM VIOLET DS,,,Default,,,,,2,,ea,,$ 829.00,"$ 1,658.00",
,ST G990BK256,SAMSUNG GALAXY S21 FE 256GB GRAPHITE,,,Default,,,,,2,,ea,,$ 355.00,$ 710.00,
,ST SM R840BK,SAMSUNG SMART WATCH 3 45MM BLACK,,,Default,,,,,15,,ea,,$ 120.00,"$ 1,800.00",
,,,,,,,,,,,,,Location Total:,,"$ 56,021.78",
Shipping,,,,,,,,,,,,,,,,
,AC SM ET-SVL31LNEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) DARK BLUE,,,Default,,,,,10,,ea,,$ 12.50,$ 125.00,
,AC SM ET-SVL31LWEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) WHITE,,,Default,,,,,10,,ea,,$ 12.50,$ 125.00,
,SM A165MLGDTPA,SAMSUNG GALAXY A16 4+128GB LIGHT GREEN,,,Default,,,,,78,,ea,,$ 105.00,"$ 8,190.00",
,SM A165MZADTPA,SAMSUNG GALAXY A16 4+128GB GRAY,,,Default,,,,,39,,ea,,$ 105.00,"$ 4,095.00",
,SM A165MZKDTPA,SAMSUNG GALAXY A16 4+128GB BLACK,,,Default,,,,,456,,ea,,$ 105.00,"$ 47,880.00",
,SM A166MLGITPA,SAMSUNG GALAXY A16 5G 8+256GB LIGHT GREEN,,,Default,,,,,10,,ea,,$ 150.00,"$ 1,500.00",
,SM A166MZAITPA,SAMSUNG GALAXY A16 5G 8+256GB LIGHT GRAY,,,Default,,,,,5,,ea,,$ 150.00,$ 750.00,
,SM A166MZKITPA,SAMSUNG GALAXY A16 5G 8+256GB BLUE BLACK,,,Default,,,,,5,,ea,,$ 150.00,$ 750.00,
,SM A266MLGHTPA,SAMSUNG GALAXY A26 5G 8+256GB MINT,,,Default,,,,,48,,ea,,$ 200.00,"$ 9,600.00",
,SM A266MZKHTPA,SAMSUNG GALAXY A26 5G 8+256GB BLACK,,,Default,,,,,39,,ea,,$ 200.00,"$ 7,800.00",
,SM A566ELIDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME PINK,,,Default,,,,,52,,ea,,$ 340.00,"$ 17,680.00",
,SM A566EZADTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME LIGHTGRAY,,,Default,,,,,52,,ea,,$ 340.00,"$ 17,680.00",
,SM A566EZGDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME OLIVE,,,Default,,,,,4,,ea,,$ 340.00,"$ 1,360.00",
,SM A566EZKDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME GRAPHITE,,,Default,,,,,52,,ea,,$ 340.00,"$ 17,680.00",
,SM S928BZVUTPA,SAMSUNG GALAXY S24 ULTRA 512GB TITANIUM VIOLET,,,Default,,,,,1,,ea,,$ 780.00,$ 780.00,
,W SM L300NZGALTA,SAMSUNG GALAXY WATCH 7 40MM GREEN,,,Default,,,,,32,,ea,,$ 170.41,"$ 5,453.03",
,W SM L310NZGALTA,SAMSUNG GALAXY WATCH 7 44MM GREEN,,,Default,,,,,101,,ea,,$ 184.97,"$ 18,681.47",
,W SM L310NZSALTA,SAMSUNG GALAXY WATCH 7 44MM SILVER,,,Default,,,,,10,,ea,,$ 177.51,"$ 1,775.06",
,,,,,,,,,,,,,Location Total:,,"$ 161,904.55",
Stock,,,,,,,,,,,,,,,,
,AC SM EF-DX815UBEGWW,SAMSUNG GALAXY TAB S9 FE PLUS BOOK COVER KEYBOARD - X610,,,Default,,,,,13,,ea,,$ 115.00,"$ 1,495.00",
,AC SM EF-PS921TGEGWW,SAMSUNG GALAXY S24 SILICON CASE GREEN,,,Default,,,,,3,,ea,,$ 12.00,$ 36.00,
,AC SM EF-PS921TWEGWW,SAMSUNG GALAXY S24 SILICON CASE WHITE,,,Default,,,,,10,,ea,,$ 12.00,$ 120.00,
,AC SM EF-PS928TGEGWW,SAMSUNG GALAXY S24 ULTRA SILICON CASE GREEN,,,Default,,,,,5,,ea,,$ 12.00,$ 60.00,
,AC SM EF-PS928TWEGWW,SAMSUNG GALAXY S24 ULTRA SILICON CASE WHITE,,,Default,,,,,5,,ea,,$ 12.00,$ 60.00,
,AC SM EF-PS928TYEGWW,SAMSUNG GALAXY S24 ULTRA SILICON CASE YELLOW,,,Default,,,,,3,,ea,,$ 12.00,$ 36.00,
,AC SM EF-PS936CMEGWW,SAMSUNG S25 PLUS SILICONE CASE MINT,,,Default,,,,,12,,ea,,$ 12.00,$ 144.00,
,AC SM EF-PS936CNEGWW,SAMSUNG S25 PLUS SILICONE CASE BLUE,,,Default,,,,,1,,ea,,$ 12.00,$ 12.00,
,AC SM EF-PS936CREGWW,SAMSUNG S25 PLUS SILICONE CASE RED,,,Default,,,,,17,,ea,,$ 12.00,$ 204.00,
,AC SM EF-PS938CMEGWW,SAMSUNG S25 ULTRA SILICONE CASE MINT,,,Default,,,,,1,,ea,,$ 12.00,$ 12.00,
,AC SM EF-PS938CREGWW,SAMSUNG S25 ULTRA SILICONE CASE RED,,,Default,,,,,7,,ea,,$ 12.00,$ 84.00,
,AC SM EI-T5600KWEGWW,SAMSUNG GALAXY SMART TAG 2 BLACK AND WHITE BUNDLE (4),,,Default,,,,,17,,ea,,$ 50.00,$ 850.00,
,AC SM ET-SVL30SKEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (S/M) GREEN,,,Default,,,,,10,,ea,,$ 12.50,$ 125.00,
,AC SM ET-SVL31LKEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) GREEN,,,Default,,,,,10,,ea,,$ 12.50,$ 125.00,
,AC SM ET-SVL31LNEGWW,SAMSUNG GALAXY WATCH 7 FABRIC BAND (M/L) DARK BLUE,,,Default,,,,,8,,ea,,$ 12.50,$ 100.00,
,AC SM ET-SVR93SVEGWW,SAMSUNG GALAXY WATCH 6 FEATHER BAND (M/L) LAVENDER,,,Default,,,,,30,,ea,,$ 25.00,$ 750.00,
,AC SM ET-SVR94LBEGWW,SAMSUNG GALAXY WATCH 6 FEATHER BAND (M/L) BLACK,,,Default,,,,,229,,ea,,$ 25.00,"$ 5,725.00",
,AC SM SDCARD128,SAMSUNG SD CARD 128GB,,,Default,,,,,84,,ea,,$ 0.00,$ 0.00,
,AC WTF-0740U,SAMSUNG U3 SD CARD 128GB,,,Default,,,,,"4,334",,ea,,$ 10.92,"$ 47,325.43",
,AC WTF-0750U,LEXAR U3 SD CARD 512GB,,,Default,,,,,12,,ea,,$ 68.00,$ 816.00,
,EV MB MC512GA/AM,SAMSUNG MICRO SD EVO PLUS 512GB,,,Default,,,,,184,,ea,,$ 0.00,$ 0.00,
,SM A566ELIATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME PINK,,,Default,,,,,10,,ea,,$ 310.00,"$ 3,100.00",
,SM A566EZGATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME OLIVE,,,Default,,,,,10,,ea,,$ 310.00,"$ 3,100.00",
,SM A566EZKATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME GRAPHITE,,,Default,,,,,10,,ea,,$ 310.00,"$ 3,100.00",
,SM F936UZAAPCT,SAMSUNG GALAXY Z FOLD 4 256GB GREY GREEN,,,Default,,,,,3,,ea,,$ 905.00,"$ 2,715.00",
,SM S926BZKKTPA,SAMSUNG GALAXY S24 PLUS 512GB ONYX BLACK,,,Default,,,,,100,,ea,,$ 705.00,"$ 70,500.00",
,SM S928BZVUTPA,SAMSUNG GALAXY S24 ULTRA 512GB TITANIUM VIOLET,,,Default,,,,,1,,ea,,$ 780.00,$ 780.00,
,SM S936BDBJTPA,SAMSUNG GALAXY S25 PLUS 12+256GB NAVY,,,Default,,,,,2,,ea,,$ 800.98,"$ 1,601.95",
,SM S936BLBJTPA,SAMSUNG GALAXY S25 PLUS 12+256GB ICY BLUE,,,Default,,,,,25,,ea,,$ 827.00,"$ 20,675.00",
,SM S936BLGJTPA,SAMSUNG GALAXY S25 PLUS 12+256GB MINT,,,Default,,,,,1,,ea,,$ 716.58,$ 716.58,
,SM S936BZSJTPA,SAMSUNG GALAXY S25 PLUS 12+256GB SILVER SHADOW,,,Default,,,,,11,,ea,,$ 750.28,"$ 8,253.12",
,SM X526BLBATPA,SAMSUNG GALAXY TAB 10 FE 5G 8+128GB LIGHT BLUE,,,Default,,,,,20,,ea,,$ 410.00,"$ 8,200.00",
,SM X526BZAATPA,SAMSUNG GALAXY TAB 10 FE 5G 8+128GB GRAY,,,Default,,,,,20,,ea,,$ 410.00,"$ 8,200.00",
,SM X526BZSATPA,SAMSUNG GALAXY TAB 10 FE 5G 8+128GB SILVER,,,Default,,,,,20,,ea,,$ 410.00,"$ 8,200.00",
,SM X620NLBATPA,SAMSUNG GALAXY TAB S10 FE PLUS WIFI 8+128GB (NO COVER) LIGHT BLUE,,,Default,,,,,20,,ea,,$ 420.00,"$ 8,400.00",
,SM X620NZAATPA,SAMSUNG GALAXY TAB S10 FE PLUS WIFI 8+128GB (NO COVER) GRAY,,,Default,,,,,20,,ea,,$ 419.99,"$ 8,399.82",
,SM X620NZSATPA,SAMSUNG GALAXY TAB S10 FE PLUS WIFI 8+128GB (NO COVER) SILVER,,,Default,,,,,20,,ea,,$ 420.00,"$ 8,400.00",
,SM X626BZAATPA,SAMSUNG GALAXY TAB S10 FE+ 5G 8+128GB GRAY,,,Default,,,,,10,,ea,,$ 490.00,"$ 4,900.00",
,SM X716BZAHTPA,SAMSUNG GALAXY TAB S9 5G 12+256G GRAPHITE,,,Default,,,,,38,,ea,,$ 680.00,"$ 25,840.00",
,SM X820NZSDTPA,SAMSUNG GALAXY TAB S10 PLUS WIFI 12+256GB SILVER,,,Default,,,,,15,,ea,,$ 630.00,"$ 9,450.00",
,SM X920NZADTPA,SAMSUNG GALAXY TAB S10 ULTRA WIFI 12+256GB GRAPHITE,,,Default,,,,,20,,ea,,$ 777.74,"$ 15,554.77",
,SM X920NZSDTPA,SAMSUNG GALAXY TAB S10 ULTRA WIFI 12+256GB SILVER,,,Default,,,,,40,,ea,,$ 780.00,"$ 31,200.00",
,W SM L310NZSALTA,SAMSUNG GALAXY WATCH 7 44MM SILVER,,,Default,,,,,2,,ea,,$ 177.51,$ 355.01,
,W SM R400NZAALTA,SAMSUNG GALAXY BUDS FE GRAPHITE,,,Default,,,,,420,,ea,,$ 39.00,"$ 16,380.00",
,W SM R400NZWALTA,SAMSUNG GALAXY BUDS FE WHITE,,,Default,,,,,500,,ea,,$ 39.00,"$ 19,500.00",
,W SM R530NZAALTA,SAMSUNG GALAXY BUDS 3 SILVER,,,Default,,,,,522,,ea,,$ 100.74,"$ 52,587.45",
,W SM R530NZWALTA,SAMSUNG GALAXY BUDS 3 WHITE,,,Default,,,,,514,,ea,,$ 99.55,"$ 51,170.35",
,W SM R920NZTALTA,SAMSUNG GALAXY WATCH 5 PRO 45MM GRAY,,,Default,,,,,119,,ea,,$ 220.53,"$ 26,242.61",
,W SM R950NZSALTA,SAMSUNG GALAXY WATCH 6 CLASSIC 43MM SILVER,,,Default,,,,,96,,ea,,$ 181.32,"$ 17,406.41",
,W SM R960NZKALTA,SAMSUNG GALAXY WATCH 6 CLASSIC 47MM BLACK,,,Default,,,,,100,,ea,,$ 160.00,"$ 16,000.00",
,W SM R960NZSALTA,SAMSUNG GALAXY WATCH 6 CLASSIC 47MM SILVER,,,Default,,,,,39,,ea,,$ 160.00,"$ 6,240.00",
,,,,,,,,,,,,,Location Total:,,"$ 515,247.50",
,,,,,,,,,,,,Location Group Total:,,,"$ 733,173.83",
Realme,,,,,,,,,,,,,,,,
Shipping,,,,,,,,,,,,,,,,
,RM RMA2406BK,REALME BUDS T01 BLACK,,,Default,,,,,2,,ea,,$ 9.00,$ 18.00,
,RM RMA2406WH,REALME BUDS T01 WHITE,,,Default,,,,,2,,ea,,$ 9.00,$ 18.00,
,RM X3930256GBDGN,REALME C61 8+256GB DARK GREEN,,,Default,,,,,53,,ea,,$ 88.00,"$ 4,664.00",
,RM X3930256GBGD,REALME C61 8+256GB SPARKLE GOLD,,,Default,,,,,55,,ea,,$ 88.00,"$ 4,840.00",
,RM X3941256GBBK,RELAME C75 8+256GB STORM BLACK,,,Default,,,,,62,,ea,,$ 131.00,"$ 8,122.00",
,RM X3941256GBGD,REALME C75 8+256GB LIGHTNING GOLD,,,Default,,,,,33,,ea,,$ 131.00,"$ 4,323.00",
,,,,,,,,,,,,,Location Total:,,"$ 21,985.00",
Stock,,,,,,,,,,,,,,,,
,AC SD32GB,32GB Memory Card,,,Default,,,,,200,,ea,,$ 0.26,$ 51.05,
,RM RMA2406BK,REALME BUDS T01 BLACK,,,Default,,,,,78,,ea,,$ 9.00,$ 702.00,
,RM RMA2406WH,REALME BUDS T01 WHITE,,,Default,,,,,281,,ea,,$ 9.00,"$ 2,529.00",
,,,,,,,,,,,,,Location Total:,,"$ 3,282.05",
,,,,,,,,,,,,Location Group Total:,,,"$ 25,267.05",
Ricardo,,,,,,,,,,,,,,,,
Shipping,,,,,,,,,,,,,,,,
,SM A165MLGDTPA,SAMSUNG GALAXY A16 4+128GB LIGHT GREEN,,,Default,,,,,25,,ea,,$ 105.00,"$ 2,625.00",
,SM A165MLGGTPA,SAMSUNG GALAXY A16 6+128GB LIGHT GREEN,,,Default,,,,,40,,ea,,$ 115.00,"$ 4,600.00",
,SM A165MZADTPA,SAMSUNG GALAXY A16 4+128GB GRAY,,,Default,,,,,55,,ea,,$ 105.00,"$ 5,775.00",
,SM A165MZAGTPA,SAMSUNG GALAXY A16 6+128GB GRAY,,,Default,,,,,40,,ea,,$ 115.00,"$ 4,600.00",
,SM A165MZKDTPA,SAMSUNG GALAXY A16 4+128GB BLACK,,,Default,,,,,195,,ea,,$ 105.00,"$ 20,475.00",
,SM A266MLGDTPA,SAMSUNG GALAXY A26 5G 6+128GB MINT,,,Default,,,,,2,,ea,,$ 190.00,$ 380.00,
,SM A266MZKDTPA,SAMSUNG GALAXY A26 5G 6+128GB BLACK,,,Default,,,,,2,,ea,,$ 190.00,$ 380.00,
,SM A266MZWDTPA,SAMSUNG GALAXY A26 5G 6+128GB WHITE,,,Default,,,,,6,,ea,,$ 190.00,"$ 1,140.00",
,SM A366ELVGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME LAVENDER,,,Default,,,,,5,,ea,,$ 260.00,"$ 1,300.00",
,SM A366EZKGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME BLACK,,,Default,,,,,15,,ea,,$ 260.00,"$ 3,900.00",
,SM A566ELIATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME PINK,,,Default,,,,,16,,ea,,$ 310.00,"$ 4,960.00",
,SM A566EZAATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME LIGHTGRAY,,,Default,,,,,1,,ea,,$ 308.37,$ 308.37,
,SM A566EZGATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME OLIVE,,,Default,,,,,1,,ea,,$ 310.00,$ 310.00,
,SM A566EZKATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME GRAPHITE,,,Default,,,,,1,,ea,,$ 310.00,$ 310.00,
,SM S928BZKKTPA,SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM BLACK,,,Default,,,,,16,,ea,,$ 740.01,"$ 11,840.18",
,SM S928BZTKTPA,SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM GRAY,,,Default,,,,,10,,ea,,$ 740.00,"$ 7,400.03",
,SM S928BZTUTPA,SAMSUNG GALAXY S24 ULTRA 512GB TITANIUM GRAY,,,Default,,,,,15,,ea,,$ 780.06,"$ 11,700.96",
,SM S928BZVKTPA,SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM VIOLET,,,Default,,,,,15,,ea,,$ 740.00,"$ 11,100.00",
,SM S928BZVUTPA,SAMSUNG GALAXY S24 ULTRA 512GB TITANIUM VIOLET,,,Default,,,,,5,,ea,,$ 780.00,"$ 3,900.00",
,,,,,,,,,,,,,Location Total:,,"$ 97,004.55",
Stock,,,,,,,,,,,,,,,,
,SM A165MLGDTPA,SAMSUNG GALAXY A16 4+128GB LIGHT GREEN,,,Default,,,,,325,,ea,,$ 105.00,"$ 34,125.00",
,SM A165MLGGTPA,SAMSUNG GALAXY A16 6+128GB LIGHT GREEN,,,Default,,,,,140,,ea,,$ 115.00,"$ 16,100.00",
,SM A165MZADTPA,SAMSUNG GALAXY A16 4+128GB GRAY,,,Default,,,,,300,,ea,,$ 105.00,"$ 31,500.00",
,SM A165MZAGTPA,SAMSUNG GALAXY A16 6+128GB GRAY,,,Default,,,,,140,,ea,,$ 115.00,"$ 16,100.00",
,SM A165MZAITPA,SAMSUNG GALAXY A16 8+256GB GRAY,,,Default,,,,,180,,ea,,$ 135.00,"$ 24,300.00",
,SM A165MZKDTPA,SAMSUNG GALAXY A16 4+128GB BLACK,,,Default,,,,,35,,ea,,$ 105.00,"$ 3,675.00",
,SM A165MZKITPA,SAMSUNG GALAXY A16 8+256GB BLACK,,,Default,,,,,180,,ea,,$ 135.00,"$ 24,300.00",
,SM A266MLGDTPA,SAMSUNG GALAXY A26 5G 6+128GB MINT,,,Default,,,,,70,,ea,,$ 190.00,"$ 13,299.98",
,SM A266MZKDTPA,SAMSUNG GALAXY A26 5G 6+128GB BLACK,,,Default,,,,,143,,ea,,$ 190.00,"$ 27,170.00",
,SM A266MZKHTPA,SAMSUNG GALAXY A26 5G 8+256GB BLACK,,,Default,,,,,70,,ea,,$ 200.00,"$ 14,000.00",
,SM A266MZWDTPA,SAMSUNG GALAXY A26 5G 6+128GB WHITE,,,Default,,,,,70,,ea,,$ 190.00,"$ 13,300.00",
,SM A266MZWHTPA,SAMSUNG GALAXY A26 5G 8+256GB WHITE,,,Default,,,,,70,,ea,,$ 200.00,"$ 14,000.00",
,SM A366ELGGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME LIME,,,Default,,,,,73,,ea,,$ 260.00,"$ 18,980.00",
,SM A366EZAGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME WHITE,,,Default,,,,,48,,ea,,$ 260.00,"$ 12,480.00",
,SM A366EZKGTPA,SAMSUNG GALAXY A36 5G 8+256GB AWESOME BLACK,,,Default,,,,,5,,ea,,$ 260.00,"$ 1,300.00",
,SM A566ELIATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME PINK,,,Default,,,,,26,,ea,,$ 310.00,"$ 8,060.00",
,SM A566ELIDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME PINK,,,Default,,,,,70,,ea,,$ 340.00,"$ 23,800.00",
,SM A566EZAATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME LIGHTGRAY,,,Default,,,,,24,,ea,,$ 308.37,"$ 7,400.89",
,SM A566EZADTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME LIGHTGRAY,,,Default,,,,,70,,ea,,$ 340.00,"$ 23,800.00",
,SM A566EZGATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME OLIVE,,,Default,,,,,29,,ea,,$ 310.00,"$ 8,990.00",
,SM A566EZGDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME OLIVE,,,Default,,,,,137,,ea,,$ 340.00,"$ 46,580.00",
,SM A566EZKATPA,SAMSUNG GALAXY A56 5G 8+128GB AWESOME GRAPHITE,,,Default,,,,,24,,ea,,$ 310.00,"$ 7,440.00",
,SM A566EZKDTPA,SAMSUNG GALAXY A56 5G 12+256GB AWESOME GRAPHITE,,,Default,,,,,70,,ea,,$ 340.00,"$ 23,800.00",
,SM S721BLBKTPA,SAMSUNG GALAXY S24 FE 8+256GB LIGHT BLUE,,,Default,,,,,64,,ea,,$ 500.00,"$ 32,000.00",
,SM S721BZAKTPA,SAMSUNG GALAXY S24 FE 8+256GB GRAY,,,Default,,,,,35,,ea,,$ 500.00,"$ 17,500.00",
,SM S721BZAPTPA,SAMSUNG GALAXY S24 FE 8+512GB GRAY,,,Default,,,,,35,,ea,,$ 530.00,"$ 18,550.00",
,SM S931BDBJTPA,SAMSUNG GALAXY S25 12+128GB NAVY,,,Default,,,,,40,,ea,,$ 547.52,"$ 21,900.99",
,SM S931BLBJTPA,SAMSUNG GALAXY S25 12+128GB ICY BLUE,,,Default,,,,,38,,ea,,$ 550.00,"$ 20,900.00",
,SM S931BLGJTPA,SAMSUNG GALAXY S25 12+128GB MINT,,,Default,,,,,40,,ea,,$ 550.00,"$ 22,000.00",
,SM S931BZSJTPA,SAMSUNG GALAXY S25 12+128GB SILVER SHADOW,,,Default,,,,,38,,ea,,$ 550.00,"$ 20,900.00",
,SM S936BDBKTPA,SAMSUNG GALAXY S25 PLUS 12+512GB NAVY BLUE,,,Default,,,,,39,,ea,,$ 750.00,"$ 29,250.00",
,SM S936BLBKTPA,SAMSUNG GALAXY S25 PLUS 12+512GB ICY BLUE,,,Default,,,,,40,,ea,,$ 750.00,"$ 30,000.00",
,SM S936BLGKTPA,SAMSUNG GALAXY S25 PLUS 12+512GB MINT,,,Default,,,,,40,,ea,,$ 750.00,"$ 30,000.00",
,SM S936BZSKTPA,SAMSUNG GALAXY S25 PLUS 12+512GB SILVER SHADOW,,,Default,,,,,40,,ea,,$ 750.00,"$ 30,000.00",
,SM S938BZBJTPA,SAMSUNG GALAXY S25 ULTRA 12+256GB TITANIUM SILVERBLUE,,,Default,,,,,16,,ea,,$ 849.99,"$ 13,599.86",
,SM S938BZBKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM SILVER BLUE,,,Default,,,,,105,,ea,,$ 900.00,"$ 94,500.00",
,SM S938BZKKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM BLACK,,,Default,,,,,70,,ea,,$ 900.00,"$ 63,000.00",
,SM S938BZSJTPA,SAMSUNG GALAXY S25 ULTRA 12+256GB TITANIUM WHITE SILVER,,,Default,,,,,16,,ea,,$ 850.00,"$ 13,600.00",
,SM S938BZSKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM WHITE SILVER,,,Default,,,,,60,,ea,,$ 900.00,"$ 54,000.00",
,SM S938BZTJTPA,SAMSUNG GALAXY S25 ULTRA 12+256GB TITANIUM GRAY,,,Default,,,,,5,,ea,,$ 850.00,"$ 4,250.00",
,SM S938BZTKTPA,SAMSUNG GALAXY S25 ULTRA 12+512GB TITANIUM GRAY,,,Default,,,,,80,,ea,,$ 900.00,"$ 72,000.00",
,,,,,,,,,,,,,Location Total:,,"$ 1,002,451.73",
,,,,,,,,,,,,Location Group Total:,,,"$ 1,099,456.27",
ST,,,,,,,,,,,,,,,,
Shipping,,,,,,,,,,,,,,,,
,AP IP13128GBMDN,IPHONE 13 128GB MIDNIGHT,,,Default,,,,,17,,ea,,$ 426.00,"$ 7,242.00",
,AP IP14128GBMN,IPHONE 14 128GB MIDNIGHT,,,Default,,,,,200,,ea,,$ 501.00,"$ 100,200.00",
,AP IP14128GBST,IPHONE 14 128GB  STARLIGHT,,,Default,,,,,90,,ea,,$ 501.00,"$ 45,090.00",
,,,,,,,,,,,,,Location Total:,,"$ 152,532.00",
Stock,,,,,,,,,,,,,,,,
,AC SD32GB,32GB Memory Card,,,Default,,,,,"4,752",,ea,,$ 0.26,"$ 1,213.04",
,AC SDCARD128,SD CARD 128GB,,,Default,,,,,6,,ea,,$ 5.50,$ 33.00,
,ST AC R630SL,SAMSUNG GALAXY BUDS 3 PRO SILVER,,,Default,,,,,5,,ea,,$ 112.00,$ 560.00,
,ST L705NZWA,SAMSUNG ULTRA WATCH WHITE,,,Default,,,,,1,,ea,,$ 416.17,$ 416.17,
,ST SM R840BK,SAMSUNG SMART WATCH 3 45MM BLACK,,,Default,,,,,60,,ea,,$ 120.00,"$ 7,200.00",
,ST SP EP-T2510EWE,SAMSUNG ROUND PIN POWER ADAPTER,,,Default,,,,,"2,185",,ea,,$ 0.01,$ 21.85,
,ST ZTE2353OR,ZTE 2353 NUBIA MUSIC ORANGE,,,Default,,,,,109,,ea,,$ 75.50,"$ 8,229.50",
,ST ZTE2353PA,ZTE 2353 NUBIA MUSIC POP ART,,,Default,,,,,109,,ea,,$ 75.50,"$ 8,229.50",
,ST ZTEZ2350VLT,ZTE BLADE V60 DESIGN VIOLET,,,Default,,,,,78,,ea,,$ 85.00,"$ 6,630.00",
,,,,,,,,,,,,,Location Total:,,"$ 32,533.06",
,,,,,,,,,,,,Location Group Total:,,,"$ 185,065.06",
Grand Total:,,,,,,,,,,,,,"$ 11,258,222.54",,,
"June 10, 2025 5:13:11 PM EDT",,,,,,,,,,,Page 1 of ,,,,, 1
